NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
426048;656-03103-6;1357355;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426049;656-03103-6;1357356;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;162240;40560;0;6160;  ;;0;208960;07;1/8/14;208960;8/8/14;229240;
426050;656-03103-6;1357362;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426051;656-03103-6;1357364;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426052;656-03103-6;1357367;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 023 Cuarto Puesto;203680;0;57080;07;1/8/14;57080;8/8/14;82540;
426053;656-03103-6;1357369;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426054;656-03103-6;1357372;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 020 Primer Puesto;211840;0;59120;07;1/8/14;59120;8/8/14;85600;
426055;656-03103-6;1357375;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;194080;48520;0;6160;  ;;0;248760;07;1/8/14;248760;8/8/14;273020;
426056;656-03103-6;1357376;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174400;43600;0;6160;  ;;0;224160;07;1/8/14;224160;8/8/14;245960;
426057;656-03103-6;1357380;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426058;656-03103-6;1357381;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;  ;;0;238660;07;1/8/14;238660;8/8/14;261910;
426059;656-03103-6;1357384;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426060;656-03103-6;1357386;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
426061;656-03103-6;1357387;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165760;41440;0;6160;  ;;0;213360;07;1/8/14;213360;8/8/14;234080;
426062;656-03103-6;1357388;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;Ex 049 Estim. Sufragio;17576;0;208284;07;1/8/14;208284;8/8/14;230254;
426063;656-03103-6;1357390;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
426064;656-03103-6;1357392;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
426065;656-03103-6;1357394;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;Ex 022 Tercer Puesto;181600;0;51560;07;1/8/14;51560;8/8/14;74260;
426066;656-03103-6;1357395;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;Ex 021 Segundo Puesto;200880;0;56380;07;1/8/14;56380;8/8/14;81490;
426067;656-03103-6;1357397;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
426068;656-03103-6;1357406;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;318800;79700;0;6160;  ;;0;404660;07;1/8/14;404660;8/8/14;444510;
426069;656-03103-6;1357407;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 053 MERITO DEP.CULT;96240;0;150520;07;1/8/14;150520;8/8/14;174580;
426070;656-03103-6;1357408;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;Ex 049 Estim. Sufragio;17576;0;208284;07;1/8/14;208284;8/8/14;230254;
426071;656-03103-6;1357412;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;  ;;0;278260;07;1/8/14;278260;8/8/14;305470;
426072;656-03103-6;1357413;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232800;58200;0;6160;Ex 049 Estim. Sufragio;23280;0;273880;07;1/8/14;273880;8/8/14;302980;
426073;656-03103-6;1357420;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426074;656-03103-6;1357423;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 023 Cuarto Puesto;242080;0;66680;07;1/8/14;66680;8/8/14;96940;
426075;656-03103-6;1357429;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426076;656-03103-6;1357433;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;Ex 049 Estim. Sufragio;18816;0;222544;07;1/8/14;222544;8/8/14;246064;
426077;656-03103-6;1357434;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
426078;656-03103-6;1357439;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426079;656-03103-6;1357440;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174560;43640;0;6160;  ;;0;224360;07;1/8/14;224360;8/8/14;246180;
426080;656-03103-6;1357443;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426081;656-03103-6;1357444;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426082;656-03103-6;1357445;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;  ;;0;238660;07;1/8/14;238660;8/8/14;261910;
426083;656-03103-6;1357447;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;196880;49220;0;6160;Ex 022 Tercer Puesto;196880;0;55380;07;1/8/14;55380;8/8/14;79990;
426084;656-03103-6;1357449;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426085;656-03103-6;1357452;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426086;656-03103-6;1357454;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426087;656-03103-6;1357458;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;Ex 049 Estim. Sufragio;18600;0;220060;07;1/8/14;220060;8/8/14;243310;
426088;656-03103-6;1357459;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426089;656-03103-6;1357460;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426090;656-03103-6;1357463;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426091;656-03103-6;1357465;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;Ex 049 Estim. Sufragio;22912;0;269648;07;1/8/14;269648;8/8/14;298288;
426092;656-03103-6;1357468;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;Ex 024 Quinto Puesto;200880;0;56380;07;1/8/14;56380;8/8/14;81490;
426093;656-03103-6;1357472;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
426094;656-03103-6;1357473;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;Ex 049 Estim. Sufragio;20368;0;240392;07;1/8/14;240392;8/8/14;265852;
426095;656-03103-6;1357474;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;Ex 049 Estim. Sufragio;16504;0;195956;07;1/8/14;195956;8/8/14;216586;
426096;656-03103-6;1357477;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 020 Primer Puesto;192480;0;54280;07;1/8/14;54280;8/8/14;78340;
426097;656-03103-6;1357478;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
426098;656-03103-6;1357488;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
426099;656-03103-6;1357489;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261920;65480;0;6160;Ex 024 Quinto Puesto;261920;0;71640;07;1/8/14;71640;8/8/14;104380;
426100;656-03103-6;1357492;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426101;656-03103-6;1357500;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426102;656-03103-6;1357502;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426103;656-03103-6;1357503;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;  ;;0;308760;07;1/8/14;308760;8/8/14;339020;
426104;656-03103-6;1357506;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426105;656-03103-6;1357508;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426106;656-03103-6;1357509;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;156000;39000;0;6160;  ;;0;201160;07;1/8/14;201160;8/8/14;220660;
426107;656-03103-6;1357515;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426108;656-03103-6;1357516;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426109;656-03103-6;1357517;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 024 Quinto Puesto;246400;0;67760;07;1/8/14;67760;8/8/14;98560;
426110;656-03103-6;1357519;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 049 Estim. Sufragio;24208;0;284552;07;1/8/14;284552;8/8/14;314812;
426111;656-03103-6;1357522;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 049 Estim. Sufragio;21560;0;254100;07;1/8/14;254100;8/8/14;281050;
426112;656-03103-6;1357525;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426113;656-03103-6;1357527;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 049 Estim. Sufragio;21952;0;258608;07;1/8/14;258608;8/8/14;286048;
426114;656-03103-6;1357536;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426115;656-03103-6;1357537;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426116;656-03103-6;1357538;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426117;656-03103-6;1357539;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;Ex 021 Segundo Puesto;284560;0;77300;07;1/8/14;77300;8/8/14;112870;
426118;656-03103-6;1357545;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426119;656-03103-6;1357546;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
426120;656-03103-6;1357548;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426121;656-03103-6;1357550;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
426122;656-03103-6;1357552;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426123;656-03103-6;1357554;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;166880;41720;0;6160;Ex 049 Estim. Sufragio;16688;0;198072;07;1/8/14;198072;8/8/14;218932;
426124;656-03103-6;1357556;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;242080;60520;0;6160;Ex 022 Tercer Puesto;242080;0;66680;07;1/8/14;66680;8/8/14;96940;
426125;656-03103-6;1357557;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426126;656-03103-6;1357558;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426127;656-03103-6;1357559;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;214320;53580;0;6160;Ex 023 Cuarto Puesto;214320;0;59740;07;1/8/14;59740;8/8/14;86530;
426128;656-03103-6;1357562;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;164080;41020;0;6160;  ;;0;211260;07;1/8/14;211260;8/8/14;231770;
426129;656-03103-6;1357563;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
426130;656-03103-6;1357564;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155360;38840;0;6160;  ;;0;200360;07;1/8/14;200360;8/8/14;219780;
426131;656-03103-6;1357571;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;  ;;0;247960;07;1/8/14;247960;8/8/14;272140;
426132;656-03103-6;1357573;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
426133;656-03103-6;1357575;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;184240;46060;0;6160;  ;;0;236460;07;1/8/14;236460;8/8/14;259490;
426134;656-03103-6;1357576;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426135;656-03103-6;1357577;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426136;656-03103-6;1357581;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426137;656-03103-6;1357586;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;  ;;0;259460;07;1/8/14;259460;8/8/14;284790;
426138;656-03103-6;1357590;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;  ;;0;257260;07;1/8/14;257260;8/8/14;282370;
426139;656-03103-6;1357592;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;  ;;0;259460;07;1/8/14;259460;8/8/14;284790;
426140;656-03103-6;1357597;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;185040;46260;0;6160;  ;;0;237460;07;1/8/14;237460;8/8/14;260590;
426141;656-03103-6;1357601;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426142;656-03103-6;1357602;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
426143;656-03103-6;1357603;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426144;656-03103-6;1357604;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426145;656-03103-6;1357607;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;284560;71140;0;6160;  ;;0;361860;07;1/8/14;361860;8/8/14;397430;
426146;656-03103-6;1357609;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;  ;;0;292560;07;1/8/14;292560;8/8/14;321200;
426147;656-03103-6;1357615;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;171440;42860;0;6160;  ;;0;220460;07;1/8/14;220460;8/8/14;241890;
426148;656-03103-6;1357616;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;154640;38660;0;6160;Ex 022 Tercer Puesto;154640;0;44820;07;1/8/14;44820;8/8/14;64150;
426149;656-03103-6;1357625;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426150;656-03103-6;1357626;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;  ;;0;259460;07;1/8/14;259460;8/8/14;284790;
426151;656-03103-6;1357628;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426152;656-03103-6;1357631;2709;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
426153;656-03103-6;1357634;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;Ex 049 Estim. Sufragio;31168;0;364592;07;1/8/14;364592;8/8/14;403552;
426154;656-03103-6;1357635;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;  ;;0;238660;07;1/8/14;238660;8/8/14;261910;
426155;656-03103-6;1357637;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;  ;;0;278260;07;1/8/14;278260;8/8/14;305470;
426156;656-03103-6;1357645;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175600;43900;0;6160;  ;;0;225660;07;1/8/14;225660;8/8/14;247610;
426157;656-03103-6;1357647;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;203680;50920;0;6160;  ;;0;260760;07;1/8/14;260760;8/8/14;286220;
426158;656-03103-6;1357650;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426159;656-03103-6;1357653;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426160;656-03103-6;1357656;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165280;41320;0;6160;  ;;0;212760;07;1/8/14;212760;8/8/14;233420;
426161;656-03103-6;1366603;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;  ;;0;225860;07;1/8/14;225860;8/8/14;247830;
426162;656-03103-6;1366604;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426163;656-03103-6;1366607;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426164;656-03103-6;1366608;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;Ex 049 Estim. Sufragio;22000;0;259160;07;1/8/14;259160;8/8/14;286660;
426165;656-03103-6;1366609;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;231760;57940;0;6160;  ;;0;295860;07;1/8/14;295860;8/8/14;324830;
426166;656-03103-6;1366611;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215920;53980;0;6160;  ;;0;276060;07;1/8/14;276060;8/8/14;303050;
426167;656-03103-6;1366612;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;174160;43540;0;6160;Ex 049 Estim. Sufragio;17416;0;206444;07;1/8/14;206444;8/8/14;228214;
426168;656-03103-6;1366614;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;175760;43940;0;6160;Ex 049 Estim. Sufragio;17576;0;208284;07;1/8/14;208284;8/8/14;230254;
426169;656-03103-6;1366615;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165760;41440;0;6160;Ex 049 Estim. Sufragio;16576;0;196784;07;1/8/14;196784;8/8/14;217504;
426170;656-03103-6;1366616;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;Ex 049 Estim. Sufragio;21184;0;249776;07;1/8/14;249776;8/8/14;276256;
426171;656-03103-6;1366617;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;181600;45400;0;6160;  ;;0;233160;07;1/8/14;233160;8/8/14;255860;
426172;656-03103-6;1366618;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426173;656-03103-6;1366619;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;  ;;0;238660;07;1/8/14;238660;8/8/14;261910;
426174;656-03103-6;1366622;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426175;656-03103-6;1366623;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169440;42360;0;6160;Ex 023 Cuarto Puesto;169440;0;48520;07;1/8/14;48520;8/8/14;69700;
426176;656-03103-6;1366624;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;Ex 049 Estim. Sufragio;19248;0;227512;07;1/8/14;227512;8/8/14;251572;
426177;656-03103-6;1366625;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;191280;47820;0;6160;  ;;0;245260;07;1/8/14;245260;8/8/14;269170;
426178;656-03103-6;1366626;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;209280;52320;0;6160;Ex 049 Estim. Sufragio;20928;0;246832;07;1/8/14;246832;8/8/14;272992;
426179;656-03103-6;1366627;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200880;50220;0;6160;  ;;0;257260;07;1/8/14;257260;8/8/14;282370;
426180;656-03103-6;1366628;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;Ex 049 Estim. Sufragio;16888;0;200372;07;1/8/14;200372;8/8/14;221482;
426181;656-03103-6;1366629;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;Ex 049 Estim. Sufragio;16504;0;195956;07;1/8/14;195956;8/8/14;216586;
426182;656-03103-6;1366633;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;167040;41760;0;6160;Ex 049 Estim. Sufragio;16704;0;198256;07;1/8/14;198256;8/8/14;219136;
426183;656-03103-6;1366635;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426184;656-03103-6;1366636;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;186000;46500;0;6160;Ex 049 Estim. Sufragio;18600;0;220060;07;1/8/14;220060;8/8/14;243310;
426185;656-03103-6;1366637;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215920;53980;0;6160;Ex 049 Estim. Sufragio;21592;0;254468;07;1/8/14;254468;8/8/14;281458;
426186;656-03103-6;1366638;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;164080;41020;0;6160;  ;;0;211260;07;1/8/14;211260;8/8/14;231770;
426187;656-03103-6;1366642;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426188;656-03103-6;1366643;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;199040;49760;0;6160;  ;;0;254960;07;1/8/14;254960;8/8/14;279840;
426189;656-03103-6;1366644;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
426190;656-03103-6;1366645;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;193440;48360;0;6160;Ex 021 Segundo Puesto;193440;0;54520;07;1/8/14;54520;8/8/14;78700;
426191;656-03103-6;1366647;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;Ex 049 Estim. Sufragio;22000;0;259160;07;1/8/14;259160;8/8/14;286660;
426192;656-03103-6;1366648;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220000;55000;0;6160;  ;;0;281160;07;1/8/14;281160;8/8/14;308660;
426193;656-03103-6;1366649;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;165040;41260;0;6160;  ;;0;212460;07;1/8/14;212460;8/8/14;233090;
426194;656-03103-6;1366651;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
426195;656-03103-6;1366652;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;192480;48120;0;6160;  ;;0;246760;07;1/8/14;246760;8/8/14;270820;
426196;656-03103-6;1366653;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;322320;80580;0;6160;  ;;0;409060;07;1/8/14;409060;8/8/14;449350;
426197;656-03103-6;1366654;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
426198;656-03103-6;1366655;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;211840;52960;0;6160;  ;;0;270960;07;1/8/14;270960;8/8/14;297440;
