NroRecibo;NumeroCuenta;Codigo;Programa;Periodo;Ano;Apellidos_y_Nombres;Sede;Concepto1;ValorBasico_o_PLM;GastosAdmon;Bienestar;Otros;ConceptoDescuento;ValorDescuento;Procultura;Total;CodigoSede;FechaSinRecargo;ValorSinRecargo;FechaConRecargo;ValorConRecargo;NumeroReferencia
425603;656-03103-6;0146852;3845;2;2014;XXXX;ZARZAL;P. L. M.;308000;;30800;6160;  ;;0;344960;07;1/8/14;344960;8/8/14;375760;
425604;656-03103-6;0146978;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;137600;34400;0;6160;Ex 049 Estim. Sufragio;13760;0;164400;07;1/8/14;164400;8/8/14;181600;
425605;656-03103-6;0359654;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425606;656-03103-6;0359788;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;199040;49760;0;6160;  ;;0;254960;07;1/8/14;254960;8/8/14;279840;
425607;656-03103-6;0452132;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425608;656-03103-6;0474923;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425609;656-03103-6;0550536;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425610;656-03103-6;0558462;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425611;656-03103-6;0558582;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425612;656-03103-6;0655792;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425613;656-03103-6;0655811;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;221200;55300;0;6160;  ;;0;282660;07;1/8/14;282660;8/8/14;310310;
425614;656-03103-6;0655845;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425615;656-03103-6;0655849;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425616;656-03103-6;0655856;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;  ;;0;200960;07;1/8/14;200960;8/8/14;220440;
425617;656-03103-6;0655893;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;311680;77920;0;6160;Ex 049 Estim. Sufragio;31168;0;364592;07;1/8/14;364592;8/8/14;403552;
425618;656-03103-6;0656736;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;239680;59920;0;6160;  ;;0;305760;07;1/8/14;305760;8/8/14;335720;
425619;656-03103-6;0767451;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425620;656-03103-6;0767460;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;Ex 049 Estim. Sufragio;12320;0;147840;07;1/8/14;147840;8/8/14;163240;
425621;656-03103-6;0767472;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425622;656-03103-6;0767475;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;274080;68520;0;6160;Ex 049 Estim. Sufragio;27408;0;321352;07;1/8/14;321352;8/8/14;355612;
425623;656-03103-6;0767487;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;290640;72660;0;6160;Ex 049 Estim. Sufragio;29064;0;340396;07;1/8/14;340396;8/8/14;376726;
425624;656-03103-6;0767499;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;290640;72660;0;6160;  ;;0;369460;07;1/8/14;369460;8/8/14;405790;
425625;656-03103-6;0767541;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425626;656-03103-6;0767546;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;191520;47880;0;6160;  ;;0;245560;07;1/8/14;245560;8/8/14;269500;
425627;656-03103-6;0767549;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425628;656-03103-6;0767551;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
425629;656-03103-6;0767555;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425630;656-03103-6;0767573;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425631;656-03103-6;0852880;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;Ex 049 Estim. Sufragio;12320;0;147840;07;1/8/14;147840;8/8/14;163240;
425632;656-03103-6;0852895;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;232240;58060;0;6160;  ;;0;296460;07;1/8/14;296460;8/8/14;325490;
425633;656-03103-6;0852928;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425634;656-03103-6;0852931;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425635;656-03103-6;0855482;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;182720;45680;0;6160;Ex 049 Estim. Sufragio;18272;0;216288;07;1/8/14;216288;8/8/14;239128;
425636;656-03103-6;0855812;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;396880;99220;0;6160;  ;;0;502260;07;1/8/14;502260;8/8/14;551870;
425637;656-03103-6;0859460;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425638;656-03103-6;0859464;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;  ;;0;301660;07;1/8/14;301660;8/8/14;331210;
425639;656-03103-6;0859469;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;263680;65920;0;6160;  ;;0;335760;07;1/8/14;335760;8/8/14;368720;
425640;656-03103-6;0859475;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425641;656-03103-6;0859476;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;187440;46860;0;6160;Ex 049 Estim. Sufragio;18744;0;221716;07;1/8/14;221716;8/8/14;245146;
425642;656-03103-6;0859479;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;216160;54040;0;6160;  ;;0;276360;07;1/8/14;276360;8/8/14;303380;
425643;656-03103-6;0859482;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215840;53960;0;6160;  ;;0;275960;07;1/8/14;275960;8/8/14;302940;
425644;656-03103-6;0859486;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;179760;44940;0;6160;  ;;0;230860;07;1/8/14;230860;8/8/14;253330;
425645;656-03103-6;0859487;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;288400;72100;0;6160;  ;;0;366660;07;1/8/14;366660;8/8/14;402710;
425646;656-03103-6;0859489;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;234720;58680;0;6160;Ex 049 Estim. Sufragio;23472;0;276088;07;1/8/14;276088;8/8/14;305428;
425647;656-03103-6;0859492;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;260480;65120;0;6160;  ;;0;331760;07;1/8/14;331760;8/8/14;364320;
425648;656-03103-6;0859497;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;Ex 049 Estim. Sufragio;26736;0;313624;07;1/8/14;313624;8/8/14;347044;
425649;656-03103-6;0859509;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236240;59060;0;6160;  ;;0;301460;07;1/8/14;301460;8/8/14;330990;
425650;656-03103-6;0859510;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;Ex 049 Estim. Sufragio;25152;0;295408;07;1/8/14;295408;8/8/14;326848;
425651;656-03103-6;0859520;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425652;656-03103-6;0859521;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425653;656-03103-6;0859522;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;304720;76180;0;6160;Ex 049 Estim. Sufragio;30472;0;356588;07;1/8/14;356588;8/8/14;394678;
425654;656-03103-6;0859540;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425655;656-03103-6;0859547;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;155840;38960;0;6160;Ex 021 Segundo Puesto;155840;0;45120;07;1/8/14;45120;8/8/14;64600;
425656;656-03103-6;0859557;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;227920;56980;0;6160;  ;;0;291060;07;1/8/14;291060;8/8/14;319550;
425657;656-03103-6;0859561;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261200;65300;0;6160;  ;;0;332660;07;1/8/14;332660;8/8/14;365310;
425658;656-03103-6;0859565;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;Ex 049 Estim. Sufragio;12320;0;147840;07;1/8/14;147840;8/8/14;163240;
425659;656-03103-6;0859574;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261200;65300;0;6160;  ;;0;332660;07;1/8/14;332660;8/8/14;365310;
425660;656-03103-6;0859586;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425661;656-03103-6;0859595;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425662;656-03103-6;0859599;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;204240;51060;0;6160;  ;;0;261460;07;1/8/14;261460;8/8/14;286990;
425663;656-03103-6;0859611;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;239680;59920;0;6160;  ;;0;305760;07;1/8/14;305760;8/8/14;335720;
425664;656-03103-6;0859632;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261200;65300;0;6160;  ;;0;332660;07;1/8/14;332660;8/8/14;365310;
425665;656-03103-6;0859633;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425666;656-03103-6;0859657;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425667;656-03103-6;0859659;3845;2;2014;XXXX;ZARZAL;MATRICULA BASICA;234720;58680;0;6160;  ;;0;299560;07;1/8/14;299560;8/8/14;328900;
425668;656-03103-6;0952305;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;161760;40440;0;6160;Ex 049 Estim. Sufragio;16176;0;192184;07;1/8/14;192184;8/8/14;212404;
425669;656-03103-6;0952308;3751;2;2014;XXXX;ZARZAL;P. L. M.;308000;;30800;6160;  ;;0;344960;07;1/8/14;344960;8/8/14;375760;
425670;656-03103-6;0952315;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;245120;61280;0;6160;  ;;0;312560;07;1/8/14;312560;8/8/14;343200;
425671;656-03103-6;0952334;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425672;656-03103-6;0952353;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;  ;;0;320560;07;1/8/14;320560;8/8/14;352000;
425673;656-03103-6;0952373;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425674;656-03103-6;0952378;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425675;656-03103-6;0952382;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;  ;;0;292660;07;1/8/14;292660;8/8/14;321310;
425676;656-03103-6;0952393;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169360;42340;0;6160;Ex 049 Estim. Sufragio;16936;0;200924;07;1/8/14;200924;8/8/14;222094;
425677;656-03103-6;0952410;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;  ;;0;292660;07;1/8/14;292660;8/8/14;321310;
425678;656-03103-6;0956425;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169360;42340;0;6160;  ;;0;217860;07;1/8/14;217860;8/8/14;239030;
425679;656-03103-6;0956518;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;171120;42780;0;6160;  ;;0;220060;07;1/8/14;220060;8/8/14;241450;
425680;656-03103-6;0956652;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;Ex 049 Estim. Sufragio;27016;0;316844;07;1/8/14;316844;8/8/14;350614;
425681;656-03103-6;0956657;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;184560;46140;0;6160;  ;;0;236860;07;1/8/14;236860;8/8/14;259930;
425682;656-03103-6;0956665;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246640;61660;0;6160;  ;;0;314460;07;1/8/14;314460;8/8/14;345290;
425683;656-03103-6;0956666;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229680;57420;0;6160;  ;;0;293260;07;1/8/14;293260;8/8/14;321970;
425684;656-03103-6;0956673;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 024 Quinto Puesto;202640;0;56820;07;1/8/14;56820;8/8/14;82150;
425685;656-03103-6;0956674;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246640;61660;0;6160;  ;;0;314460;07;1/8/14;314460;8/8/14;345290;
425686;656-03103-6;0956675;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;  ;;0;275660;07;1/8/14;275660;8/8/14;302610;
425687;656-03103-6;0956677;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425688;656-03103-6;0956685;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;272720;68180;0;6160;Ex 049 Estim. Sufragio;27272;0;319788;07;1/8/14;319788;8/8/14;353878;
425689;656-03103-6;0956687;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425690;656-03103-6;0956695;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425691;656-03103-6;0956700;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;Ex 049 Estim. Sufragio;27016;0;316844;07;1/8/14;316844;8/8/14;350614;
425692;656-03103-6;0956702;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;251520;62880;0;6160;  ;;0;320560;07;1/8/14;320560;8/8/14;352000;
425693;656-03103-6;0956708;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;272720;68180;0;6160;Ex 049 Estim. Sufragio;27272;0;319788;07;1/8/14;319788;8/8/14;353878;
425694;656-03103-6;0956711;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;631360;157840;0;6160;  ;;0;795360;07;1/8/14;795360;8/8/14;874280;
425695;656-03103-6;0956712;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;262480;65620;0;6160;Ex 023 Cuarto Puesto;262480;0;71780;07;1/8/14;71780;8/8/14;104590;
425696;656-03103-6;0956714;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;Ex 021 Segundo Puesto;270160;0;73700;07;1/8/14;73700;8/8/14;107470;
425697;656-03103-6;0956722;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;224880;56220;0;6160;  ;;0;287260;07;1/8/14;287260;8/8/14;315370;
425698;656-03103-6;0956727;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 023 Cuarto Puesto;202640;0;56820;07;1/8/14;56820;8/8/14;82150;
425699;656-03103-6;0956728;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;  ;;0;241360;07;1/8/14;241360;8/8/14;264880;
425700;656-03103-6;0956732;2710;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;  ;;0;217260;07;1/8/14;217260;8/8/14;238370;
425701;656-03103-6;0956737;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
425702;656-03103-6;0956738;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;202640;50660;0;6160;Ex 020 Primer Puesto;202640;0;56820;07;1/8/14;56820;8/8/14;82150;
425703;656-03103-6;0956760;3846;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;  ;;0;292560;07;1/8/14;292560;8/8/14;321200;
425704;656-03103-6;0956764;3842;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;Ex 022 Tercer Puesto;270160;0;73700;07;1/8/14;73700;8/8/14;107470;
425705;656-03103-6;1053901;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;  ;;0;301660;07;1/8/14;301660;8/8/14;331210;
425706;656-03103-6;1053905;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;213200;53300;0;6160;  ;;0;272660;07;1/8/14;272660;8/8/14;299310;
425707;656-03103-6;1053912;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;200480;50120;0;6160;  ;;0;256760;07;1/8/14;256760;8/8/14;281820;
425708;656-03103-6;1053915;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;  ;;0;275660;07;1/8/14;275660;8/8/14;302610;
425709;656-03103-6;1053917;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215840;53960;0;6160;  ;;0;275960;07;1/8/14;275960;8/8/14;302940;
425710;656-03103-6;1053919;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;  ;;0;292560;07;1/8/14;292560;8/8/14;321200;
425711;656-03103-6;1053920;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;Ex 049 Estim. Sufragio;22920;0;269740;07;1/8/14;269740;8/8/14;298390;
425712;656-03103-6;1053923;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;215600;53900;0;6160;Ex 020 Primer Puesto;215600;0;60060;07;1/8/14;60060;8/8/14;87010;
425713;656-03103-6;1053929;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;264640;66160;0;6160;  ;;0;336960;07;1/8/14;336960;8/8/14;370040;
425714;656-03103-6;1053930;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 049 Estim. Sufragio;25088;0;294672;07;1/8/14;294672;8/8/14;326032;
425715;656-03103-6;1053931;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;238400;59600;0;6160;Ex 049 Estim. Sufragio;23840;0;280320;07;1/8/14;280320;8/8/14;310120;
425716;656-03103-6;1053939;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;195920;48980;0;6160;  ;;0;251060;07;1/8/14;251060;8/8/14;275550;
425717;656-03103-6;1053947;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;270160;67540;0;6160;Ex 023 Cuarto Puesto;270160;0;73700;07;1/8/14;73700;8/8/14;107470;
425718;656-03103-6;1053959;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;  ;;0;319760;07;1/8/14;319760;8/8/14;351120;
425719;656-03103-6;1053960;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;  ;;0;292560;07;1/8/14;292560;8/8/14;321200;
425720;656-03103-6;1053962;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;  ;;0;314160;07;1/8/14;314160;8/8/14;344960;
425721;656-03103-6;1053967;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;230240;57560;0;6160;Ex 049 Estim. Sufragio;23024;0;270936;07;1/8/14;270936;8/8/14;299716;
425722;656-03103-6;1053968;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;217680;54420;0;6160;Ex 049 Estim. Sufragio;21768;0;256492;07;1/8/14;256492;8/8/14;283702;
425723;656-03103-6;1053971;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;Ex 022 Tercer Puesto;236400;0;65260;07;1/8/14;65260;8/8/14;94810;
425724;656-03103-6;1053974;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;336880;84220;0;6160;  ;;0;427260;07;1/8/14;427260;8/8/14;469370;
425725;656-03103-6;1053982;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;267360;66840;0;6160;  ;;0;340360;07;1/8/14;340360;8/8/14;373780;
425726;656-03103-6;1053986;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;Ex 049 Estim. Sufragio;23640;0;278020;07;1/8/14;278020;8/8/14;307570;
425727;656-03103-6;1053997;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;188160;47040;0;6160;Ex 023 Cuarto Puesto;188160;0;53200;07;1/8/14;53200;8/8/14;76720;
425728;656-03103-6;1053998;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 024 Quinto Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425729;656-03103-6;1054009;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;244160;61040;0;6160;  ;;0;311360;07;1/8/14;311360;8/8/14;341880;
425730;656-03103-6;1054010;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;246400;61600;0;6160;Ex 049 Estim. Sufragio;24640;0;289520;07;1/8/14;289520;8/8/14;320320;
425731;656-03103-6;1054012;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425732;656-03103-6;1054021;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;250880;62720;0;6160;Ex 020 Primer Puesto;250880;0;68880;07;1/8/14;68880;8/8/14;100240;
425733;656-03103-6;1054022;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;314160;78540;0;6160;  ;;0;398860;07;1/8/14;398860;8/8/14;438130;
425734;656-03103-6;1054025;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;123200;30800;0;6160;  ;;0;160160;07;1/8/14;160160;8/8/14;175560;
425735;656-03103-6;1054032;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425736;656-03103-6;1054036;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;169360;42340;0;6160;  ;;0;217860;07;1/8/14;217860;8/8/14;239030;
425737;656-03103-6;1054043;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425738;656-03103-6;1054044;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;224880;56220;0;6160;  ;;0;287260;07;1/8/14;287260;8/8/14;315370;
425739;656-03103-6;1054049;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;236400;59100;0;6160;Ex 023 Cuarto Puesto;236400;0;65260;07;1/8/14;65260;8/8/14;94810;
425740;656-03103-6;1054050;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;Ex 022 Tercer Puesto;219520;0;61040;07;1/8/14;61040;8/8/14;88480;
425741;656-03103-6;1054061;2707;2;2014;XXXX;ZARZAL;MATRICULA BASICA;262480;65620;0;6160;Ex 049 Estim. Sufragio;26248;0;308012;07;1/8/14;308012;8/8/14;340822;
425742;656-03103-6;1054062;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;370080;92520;0;6160;  ;;0;468760;07;1/8/14;468760;8/8/14;515020;
425743;656-03103-6;1054064;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;209280;52320;0;6160;  ;;0;267760;07;1/8/14;267760;8/8/14;293920;
425744;656-03103-6;1054066;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;261120;65280;0;6160;Ex 021 Segundo Puesto;261120;0;71440;07;1/8/14;71440;8/8/14;104080;
425745;656-03103-6;1054067;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;239680;59920;0;6160;  ;;0;305760;07;1/8/14;305760;8/8/14;335720;
425746;656-03103-6;1054084;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;263680;65920;0;6160;Ex 024 Quinto Puesto;263680;0;72080;07;1/8/14;72080;8/8/14;105040;
425747;656-03103-6;1054085;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229200;57300;0;6160;Ex 023 Cuarto Puesto;229200;0;63460;07;1/8/14;63460;8/8/14;92110;
425748;656-03103-6;1054086;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;219520;54880;0;6160;  ;;0;280560;07;1/8/14;280560;8/8/14;308000;
425749;656-03103-6;1054099;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;Ex 020 Primer Puesto;229120;0;63440;07;1/8/14;63440;8/8/14;92080;
425750;656-03103-6;1054101;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;168880;42220;0;6160;Ex 021 Segundo Puesto;168880;0;48380;07;1/8/14;48380;8/8/14;69490;
425751;656-03103-6;1054111;3751;2;2014;XXXX;ZARZAL;MATRICULA BASICA;131440;32860;0;6160;  ;;0;170460;07;1/8/14;170460;8/8/14;186890;
425752;656-03103-6;1054113;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;220560;55140;0;6160;Ex 049 Estim. Sufragio;22056;0;259804;07;1/8/14;259804;8/8/14;287374;
425753;656-03103-6;1054118;3841;2;2014;XXXX;ZARZAL;MATRICULA BASICA;230240;57560;0;6160;Ex 049 Estim. Sufragio;23024;0;270936;07;1/8/14;270936;8/8/14;299716;
425754;656-03103-6;1054119;3249;2;2014;XXXX;ZARZAL;MATRICULA BASICA;229120;57280;0;6160;Ex 022 Tercer Puesto;229120;0;63440;07;1/8/14;63440;8/8/14;92080;
